
12月 17, 2018 19:45:58.61 NEW SESSION
12月 21, 2018 18:45:57.90 [16852:9828:1221/184557.900:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:45:57.90 [16852:9828:1221/184557.901:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:45:57.90 [16852:9828:1221/184557.909:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:45:57.91 [16852:9828:1221/184557.910:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:45:57.91 [16852:9828:1221/184557.914:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:45:57.91 [16852:9828:1221/184557.915:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:45:57.91 [16852:9828:1221/184557.919:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:45:57.92 [16852:9828:1221/184557.928:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:45:57.93 [16852:9828:1221/184557.930:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:45:57.93 [16852:9828:1221/184557.930:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:12.62 [16852:9828:1221/184612.627:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:17.60 [16852:9828:1221/184617.599:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:17.60 [16852:9828:1221/184617.601:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:17.91 [16852:9828:1221/184617.908:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:17.91 [16852:9828:1221/184617.909:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:17.92 [16852:9828:1221/184617.918:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:17.92 [16852:9828:1221/184617.924:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:17.93 [16852:9828:1221/184617.929:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:17.93 [16852:9828:1221/184617.932:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:17.93 [16852:9828:1221/184617.939:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:17.94 [16852:9828:1221/184617.940:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:17.94 [16852:9828:1221/184617.941:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:17.94 [16852:9828:1221/184617.942:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:32.63 [16852:9828:1221/184632.633:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:37.60 [16852:9828:1221/184637.601:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:37.60 [16852:9828:1221/184637.604:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:37.92 [16852:9828:1221/184637.923:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:37.93 [16852:9828:1221/184637.934:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:37.93 [16852:9828:1221/184637.936:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:37.93 [16852:9828:1221/184637.937:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:37.94 [16852:9828:1221/184637.939:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:37.94 [16852:9828:1221/184637.941:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:37.94 [16852:9828:1221/184637.945:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:37.94 [16852:9828:1221/184637.947:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:37.94 [16852:9828:1221/184637.948:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:37.95 [16852:9828:1221/184637.951:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:57.60 [16852:9828:1221/184657.604:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:57.60 [16852:9828:1221/184657.606:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:57.92 [16852:9828:1221/184657.928:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:57.93 [16852:9828:1221/184657.937:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:57.94 [16852:9828:1221/184657.940:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:57.94 [16852:9828:1221/184657.944:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:57.94 [16852:9828:1221/184657.948:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:57.95 [16852:9828:1221/184657.950:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:57.95 [16852:9828:1221/184657.953:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:57.95 [16852:9828:1221/184657.953:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:57.95 [16852:9828:1221/184657.959:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:46:57.96 [16852:9828:1221/184657.960:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:08.45 [16852:9828:1221/184708.457:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:17.60 [16852:9828:1221/184717.607:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:17.60 [16852:9828:1221/184717.609:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:17.93 [16852:9828:1221/184717.934:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:17.94 [16852:9828:1221/184717.942:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:17.95 [16852:9828:1221/184717.951:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:17.95 [16852:9828:1221/184717.955:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:17.96 [16852:9828:1221/184717.961:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:17.96 [16852:9828:1221/184717.965:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:17.97 [16852:9828:1221/184717.969:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:17.97 [16852:9828:1221/184717.973:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:17.97 [16852:9828:1221/184717.978:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:17.98 [16852:9828:1221/184717.980:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:28.46 [16852:9828:1221/184728.464:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:37.61 [16852:9828:1221/184737.610:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:37.61 [16852:9828:1221/184737.611:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:37.94 [16852:9828:1221/184737.940:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:37.95 [16852:9828:1221/184737.951:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:37.96 [16852:9828:1221/184737.963:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:37.96 [16852:9828:1221/184737.968:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:37.97 [16852:9828:1221/184737.969:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:37.97 [16852:9828:1221/184737.975:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:37.97 [16852:9828:1221/184737.978:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:37.98 [16852:9828:1221/184737.980:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:37.98 [16852:9828:1221/184737.984:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:37.98 [16852:9828:1221/184737.985:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:57.61 [16852:9828:1221/184757.613:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:57.61 [16852:9828:1221/184757.615:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:57.94 [16852:9828:1221/184757.946:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:57.95 [16852:9828:1221/184757.956:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:57.96 [16852:9828:1221/184757.966:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:57.97 [16852:9828:1221/184757.970:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:57.97 [16852:9828:1221/184757.972:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:57.97 [16852:9828:1221/184757.977:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:57.98 [16852:9828:1221/184757.983:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:57.98 [16852:9828:1221/184757.983:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:57.98 [16852:9828:1221/184757.986:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:47:57.98 [16852:9828:1221/184757.986:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:17.61 [16852:9828:1221/184817.616:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:17.61 [16852:9828:1221/184817.619:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:17.95 [16852:9828:1221/184817.950:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:17.96 [16852:9828:1221/184817.960:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:17.97 [16852:9828:1221/184817.970:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:17.97 [16852:9828:1221/184817.974:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:17.97 [16852:9828:1221/184817.976:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:17.98 [16852:9828:1221/184817.980:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:17.98 [16852:9828:1221/184817.986:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:17.98 [16852:9828:1221/184817.986:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:17.99 [16852:9828:1221/184817.989:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:17.99 [16852:9828:1221/184817.990:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:19.52 [16852:9828:1221/184819.526:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:37.62 [16852:9828:1221/184837.620:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:37.62 [16852:9828:1221/184837.623:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:37.95 [16852:9828:1221/184837.954:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:37.96 [16852:9828:1221/184837.965:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:37.97 [16852:9828:1221/184837.973:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:37.97 [16852:9828:1221/184837.977:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:37.98 [16852:9828:1221/184837.980:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:37.98 [16852:9828:1221/184837.983:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:37.98 [16852:9828:1221/184837.988:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:37.99 [16852:9828:1221/184837.990:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:37.99 [16852:9828:1221/184837.992:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:37.99 [16852:9828:1221/184837.994:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:39.53 [16852:9828:1221/184839.530:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:57.62 [16852:9828:1221/184857.623:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:57.62 [16852:9828:1221/184857.626:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:57.95 [16852:9828:1221/184857.958:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:57.96 [16852:9828:1221/184857.968:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:57.97 [16852:9828:1221/184857.976:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:57.98 [16852:9828:1221/184857.980:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:57.98 [16852:9828:1221/184857.983:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:57.98 [16852:9828:1221/184857.985:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:57.99 [16852:9828:1221/184857.992:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:57.99 [16852:9828:1221/184857.993:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:57.99 [16852:9828:1221/184857.995:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:48:57.99 [16852:9828:1221/184857.996:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:17.62 [16852:9828:1221/184917.628:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:17.63 [16852:9828:1221/184917.631:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:17.96 [16852:9828:1221/184917.966:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:17.97 [16852:9828:1221/184917.972:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:17.97 [16852:9828:1221/184917.979:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:17.98 [16852:9828:1221/184917.984:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:17.98 [16852:9828:1221/184917.986:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:17.98 [16852:9828:1221/184917.988:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:17.99 [16852:9828:1221/184917.995:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:17.99 [16852:9828:1221/184917.996:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:18.00 [16852:9828:1221/184918.000:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:18.00 [16852:9828:1221/184918.002:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:37.63 [16852:9828:1221/184937.630:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:37.63 [16852:9828:1221/184937.635:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:37.96 [16852:9828:1221/184937.968:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:37.97 [16852:9828:1221/184937.975:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:37.98 [16852:9828:1221/184937.983:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:37.99 [16852:9828:1221/184937.989:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:37.99 [16852:9828:1221/184937.993:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:37.99 [16852:9828:1221/184937.995:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:38.00 [16852:9828:1221/184938.000:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:38.00 [16852:9828:1221/184938.003:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:38.00 [16852:9828:1221/184938.005:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:38.00 [16852:9828:1221/184938.007:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:57.63 [16852:9828:1221/184957.635:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:57.64 [16852:9828:1221/184957.639:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:57.97 [16852:9828:1221/184957.972:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:57.98 [16852:9828:1221/184957.982:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:57.98 [16852:9828:1221/184957.987:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:57.99 [16852:9828:1221/184957.998:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:57.99 [16852:9828:1221/184957.999:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:58.00 [16852:9828:1221/184958.002:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:58.00 [16852:9828:1221/184958.006:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:58.00 [16852:9828:1221/184958.008:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:58.01 [16852:9828:1221/184958.010:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:58.01 [16852:9828:1221/184958.011:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:49:58.25 [16852:9828:1221/184958.257:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:50:17.63 [16852:9828:1221/185017.638:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:50:17.64 [16852:9828:1221/185017.642:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:50:17.97 [16852:9828:1221/185017.976:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:50:17.98 [16852:9828:1221/185017.986:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:50:17.99 [16852:9828:1221/185017.990:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:50:18.00 [16852:9828:1221/185018.001:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:50:18.00 [16852:9828:1221/185018.002:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:50:18.00 [16852:9828:1221/185018.005:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:50:18.00 [16852:9828:1221/185018.009:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:50:18.01 [16852:9828:1221/185018.012:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
12月 21, 2018 18:50:18.01 [16852:9828:1221/185018.014:ERROR:ssl_client_socket_impl.cc(1013)] handshake failed; returned -1, SSL error code 1, net_error -101
